center,Z
300,-0.000997812019964503
350,0.005246836192463834
400,-0.023735965094931262
450,-0.013123707341387623
500,-0.0011554303470828996
550,0.0022845387757184053
600,0.01489036682417703
650,0.019201264034102192
700,-0.0072985179933947476
750,-0.0054269838400037886
800,-0.00769149409219144
850,-0.008172159639018153
900,-0.021515683410230895
950,-0.009363110793165267
1000,-0.021310858384642917
1050,0.03351518174136117
1100,-0.004102760386465228
1150,0.022063676521825212
1200,-0.002078123550340494
1250,-0.01623481851739136
1300,-0.004151050609138553
1350,-0.01510592158164787
1400,0.012658630032595508
1450,-0.006344809868771156
1500,0.01629060701349707
1550,-0.01894603703571741
1600,0.008105312152636844
1650,0.010495494418534989
1700,-0.017767971970443767
1750,0.023016684687452823
1800,0.019795640983160057
1850,-0.021823770852464956
1900,0.011489574317421675
1950,0.04910850213531409
2000,0.012829512786633565
2050,-0.03617018288044439
2100,-0.0006863467487106638
2150,0.0023809254447263693
2200,-0.004605542916480584
2250,-0.02804949680769786
2300,0.0033817184008649304
2350,-0.024551603875182813
2400,-0.011469425078146848
2450,-0.022873311808658772
2500,-0.038867577177935014
2550,0.0011460929441171226
2600,0.015416172703397341
2650,0.02627329308914665
2700,-0.0023678824542120933
2750,0.03471077332062489
2800,0.015931134710767167
2850,-0.007706586647359244
2900,-0.007437942791575374
2950,-0.025966386647300055
3000,0.006145060973358915
3050,0.00701730392244861
3100,-0.006180373322662667
3150,0.029959782527776944
3200,-0.03627323070671454
3250,-0.019275029410189534
3300,-0.0075462382165264845
3350,0.0184904067852123
3400,-0.019514984204648887
3450,-0.01757737478964231
3500,-0.008253477875979956
3550,-0.01935232730019789
3600,0.004541686618989823
3650,0.007126909242264244
3700,0.0073748419554380724
3750,-0.014873755106306681
3800,-0.017558949684158838
3850,0.008590683965393609
3900,-0.003073033946978833
3950,0.02603609636911316
4000,-0.01861614201118987
4050,0.016381495811872055
4100,-0.009484789845777254
4150,-0.02997533196031474
4200,0.015388291827492934
4250,-0.024390279856565555
4300,-0.006922155590879012
4350,-0.0019983997332446227
4400,-0.04899115063989358
4450,0.01733137783701471
4500,0.008276361089045392
4550,-0.0009909211112681818
4600,-0.016402648043286457
4650,-0.01677735297103991
4700,0.007586710375929305
4750,0.011162585297348301
4800,0.029162664064258256
4850,-0.019357138086085822
4900,0.03890622921549548
4950,-0.014840631709836625
5000,-0.029666175756836295
5050,0.03458824695035959
5100,-0.010747363496653499
5150,-0.009815096975557052
5200,0.009447767336225377
5250,0.01785136711843385
5300,-0.011794339577628793
5350,-0.026371137592868896
5400,-0.01264610072438234
5450,0.0015482684499687205
5500,-0.014496145161796974
5550,-0.010862038973100622
5600,-0.0003404999447700202
5650,0.02292601213519836
5700,-0.010351759466745662
5750,0.013685678012770769
5800,0.006384396390515516
5850,0.026764178404341542
5900,0.01616785067268534
5950,-0.014086615470253772
6000,-0.0076729152839963635
6050,0.023861752581695886
6100,-0.008898803273560761
6150,-0.007415893200357881
6200,0.008600187819514573
6250,0.010433473783972247
6300,0.0013357374793154173
6350,0.011644430428528953
6400,0.0049300640574276465
6450,-0.004722369498350167
6500,0.01867959369932976
6550,0.02951968791875065
6600,-0.01061455295331767
6650,-0.01496167029615875
6700,-0.027698860007718484
6750,0.030472239259283232
6800,0.003671595813149086
6850,-0.006910569486345879
6900,-0.023516938446633093
6950,0.007128698079535988
7000,-0.016042886095067814
7050,0.015341278661452514
7100,-0.013174112799615197
7150,0.022657483019886546
7200,0.003758465543639365
7250,0.01751400889767929
7300,0.025246342172385916
7350,0.012374501147809663
7400,-0.02644637495074456
7450,-0.02254291937309593
7500,0.010307935306206474
7550,0.01703634759187323
7600,-0.02113498563023341
7650,-0.03657658886947429
7700,0.005834933549515604
7750,0.015625215592357834
7800,0.02294368066232012
7850,0.01675510524176483
7900,-0.011832033524346856
7950,-0.004381713877408568
8000,0.006165373875575676
8050,-0.00594017477311699
8100,0.053947375638209887
8150,-0.037795652708360314
8200,-0.004706653660995206
8250,-0.007014888169692833
8300,0.007047953307001177
8350,-0.012132633487487145
8400,-0.012912361636633302
8450,-0.009389879990741305
8500,0.0015383363360797955
8550,-0.01542664491997806
8600,0.010146348293677747
8650,0.011327227679015936
8700,-0.013677221554340707
8750,0.01620791000097912
8800,0.023916793997562604
8850,0.004147350676802053
8900,0.012513577866931299
8950,0.012106509726762391
9000,-0.024118985595936823
9050,-0.020625185768234633
9100,-0.00806360233107507
9150,-0.04881880586930733
9200,-0.03905032794985683
9250,-0.009556967121458232
9300,-0.013045297145641031
9350,0.00729207595098056
9400,0.009045340108199858
9450,0.01544070806143787
9500,-0.022835145466034566
9550,0.014288576926916189
9600,-0.003936341543926634
9650,0.008956588285387996
9700,0.03293527120693992
9750,0.036106361547659185
9800,0.019613700999716134
9850,-0.030273319581648504
9900,-0.0506363966056225
9950,-0.04279849554643171
10000,0.017394883394116302
10050,-0.004266809386912288
10100,0.024035636629718218
10150,0.019191992556209445
10200,-0.011534693479497666
10250,0.011316438351416531
10300,0.02486159743333542
10350,0.017080468328032276
10400,0.010440214106021454
10450,0.018580834467088612
10500,0.02626675470959313
10550,0.0095532611231606
10600,0.018849761137236402
10650,0.014455750973488616
10700,-0.013162203398610205
10750,0.016317702244474454
10800,-0.014615219273574696
10850,-0.024968932154418748
10900,-0.0020703108692215477
10950,-0.015695986065124946
11000,0.002426078415873844
11050,0.023636955482471186
11100,-0.010112567484466201
11150,-0.002283254474307682
11200,0.007890351428928487
11250,0.0029910851807845116
11300,4.0738619251905195e-05
11350,0.01681938790266929
11400,-0.013057940920123945
11450,-0.01789419666082217
11500,-0.009004243110079514
11550,0.005712776574463174
11600,-0.005651975076992933
11650,0.012772770626678934
11700,0.08651322295765977
11750,0.017394399674280154
11800,0.001684430279991881
11850,-0.0004715754324523501
11900,0.02910008443510214
11950,0.009546237983442302
12000,0.03322817157344858
12050,-0.022565686912259006
12100,-0.005786980792717562
12150,0.030582416102943252
12200,0.0017984572702800777
12250,-0.0016078613217369647
12300,-0.007273046107045891
12350,-0.050065675392166276
12400,-0.002689426008758578
12450,-0.01087801846677916
12500,-0.017632956790878243
12550,-0.033349358510726346
12600,0.00929345933521401
12650,0.019029062686768336
12700,-0.0010439636950616109
12750,0.00832537210702198
12800,0.008891471412916182
12850,0.0014045873378871268
12900,0.031034176856053017
12950,0.025865277435500704
13000,0.012275864204246952
13050,0.009907888763802417
13100,-0.02735309000251703
13150,-0.032556534275520355
13200,-0.016183705899523212
13250,0.011832297987194568
13300,0.011246575609394543
13350,0.03131285284230577
13400,-0.0033723137647470036
13450,0.037070818267312844
13500,-0.032760373228787845
13550,0.037512097942177115
13600,-0.017570295199156215
13650,0.009196007216744434
13700,-0.047811165384810464
13750,0.014488288085804544
13800,0.02099679064276224
13850,-0.03559218009114018
13900,0.014485000729632675
13950,0.03044418415586823
14000,-0.07234843079180918
14050,0.015839659379087885
14100,-0.02233784753904696
14150,0.0077295853925580735
14200,-0.018940053629931015
14250,0.0011566382904007744
14300,0.015532364055355763
14350,-0.00550695634909059
14400,-0.016304949158033648
14450,-0.00680605300367907
14500,0.024905249162795847
14550,-0.009208224395770064
14600,0.041145432398748585
14650,-0.017178895012646467
14700,-0.003774132054552055
14750,0.024354477203181388
14800,-0.017032018615842644
14850,-0.013070196737356144
14900,-0.02498899191998069
14950,-0.008982671492541488
15000,-0.026350652916483173
15050,-0.0115574763115233
15100,0.014102722744148113
15150,-0.00863439018723817
15200,0.02561261507596665
15250,-0.0027625231813260247
15300,0.021916489002454152
15350,0.012128176547019805
15400,0.002034206975444486
15450,-0.004729676946046819
15500,0.020842902051635838
15550,0.029937403636074795
15600,0.025183158612215602
15650,0.035357787976231035
15700,-0.010476873997829317
15750,-0.0203436173497836
15800,0.0015334040634304297
15850,0.004616984250410851
15900,0.03783641877044612
15950,-0.0027838357566941146
16000,-0.011008899928544785
16050,0.03481756713280201
16100,0.03874995649603996
16150,-0.08942262703737328
16200,-0.027458222190462442
16250,-0.019756569376488214
16300,0.02722641598935359
16350,-0.014405099879473908
16400,-0.0012057326629224241
16450,0.015701936615276718
16500,0.0019397932934558846
16550,0.019009103724933366
16600,-0.0064883421583675355
16650,0.0027714576190483627
16700,0.006928703243586631
16750,0.02960756068410037
16800,-0.008169073637766106
16850,-0.007281485546318033
16900,-0.0018381911593042047
16950,0.006181484465185898
17000,-0.001406618307877222
17050,0.007460536925131217
17100,-0.005944239295492204
17150,0.005953551521669952
17200,0.024510090194028878
17250,-0.006747469482109275
17300,0.015734088993401812
17350,-0.003796067733051245
17400,-0.019812338130547797
17450,0.01460878497219439
17500,0.02564304333633384
17550,-0.022978836845488997
17600,0.05648184588242667
17650,-0.030325790778377028
17700,0.04655253384923947
17750,-0.0001766398054531028
17800,0.018563008402723926
17850,0.007569302855539337
17900,-0.00538289016559991
17950,0.0005941945073970924
18000,-0.022950103827348974
18050,-0.03590959540326223
18100,-0.019898251589398314
18150,-0.0080890019138354
18200,0.017616558754565206
18250,-0.0390669601727014
18300,0.02224802702988586
18350,0.03291888991549108
18400,-0.029067394339096074
18450,0.01923329064386476
18500,0.01881844977947799
18550,-0.007395158460593248
18600,0.03736151316249458
18650,-0.010906987645485035
18700,0.011705699376856865
18750,-0.08719896786232142
18800,-0.022295061471085974
18850,0.04791578432261065
18900,-0.020231655593319724
18950,0.027699023754705048
19000,-0.010485829572427555
19050,0.010119379169018323
19100,-0.03116054175851044
19150,0.018917233673675576
19200,-0.00718872257213881
19250,-0.004268211182436074
19300,-0.005259113789453863
19350,-0.001010199998031945
19400,0.012939404196153748
19450,-0.004711915784087204
19500,0.018517456369500404
19550,-0.011629369392579907
19600,-0.03262827249632054
19650,0.023158665685581774
